Player,TS%,PTS,MP,Tm,G,year
Dan Issel*,57.08728010825439,27.0,222.0,DEN,6,1977
Charles Johnson,41.9776119402985,18.9,161.0,GSW,10,1977
John Johnson,42.86631212176784,18.7,146.0,HOU,12,1977
Mickey Johnson,51.94369973190348,31.0,124.0,CHI,3,1977
Bobby Jones*,50.5663430420712,17.5,187.0,DEN,6,1977
Caldwell Jones,53.02226935312832,8.0,513.0,PHI,19,1977
Dwight Jones,50.58421202621829,14.2,246.0,HOU,12,1977
Robin Jones,50.0916710319539,15.3,105.0,POR,19,1977
George Karl*,,0.0,1.0,SAS,1,1977
Goo Kennedy,55.147058823529406,16.2,35.0,HOU,6,1977
Larry Kenon,50.30713831815293,19.0,79.0,SAS,2,1977
Tom Kropp,,0.0,2.0,CHI,1,1977
Kevin Kunnert,49.84196450279602,16.4,328.0,HOU,12,1977
Mitch Kupchak,63.13834726090993,27.2,252.0,WSB,9,1977
C.J. Kupec,49.9766191255553,17.1,57.0,LAL,11,1977
Bo Lamar,36.2844702467344,14.0,109.0,LAL,10,1977
John Lambert,50.0,9.6,19.0,CLE,3,1977
Bob Lanier*,67.21944936403155,33.4,118.0,DET,3,1977
John Lucas,57.00614366729678,19.3,430.0,HOU,12,1977
Maurice Lucas,56.065008171418185,24.7,731.0,POR,19,1977
Moses Malone*,55.549533925861695,20.5,518.0,HOU,12,1977
Jack Marin,59.263618022864826,14.1,53.0,CHI,3,1977
Scott May,49.14475363798826,15.4,97.0,CHI,3,1977
Ted McClain,44.61584996975197,11.8,170.0,DEN,6,1977
George McGinnis*,41.77109440267336,20.0,603.0,PHI,19,1977
Larry McNeill,67.89746719560573,35.6,21.0,GSW,6,1977
John Mengelt,61.376690754122656,26.5,67.0,CHI,3,1977
Steve Mix,58.88339633614422,16.2,412.0,PHI,19,1977
Eric Money,55.29608741628481,25.1,103.0,DET,3,1977
Calvin Murphy*,51.38604504646403,26.1,420.0,HOU,12,1977
Lloyd Neal,51.65800544419699,16.7,206.0,POR,19,1977
Johnny Neumann,39.069944730322085,16.4,68.0,LAL,6,1977
Mike Newlin,54.84342739160358,25.5,316.0,HOU,12,1977
Mark Olberding,55.865921787709496,13.6,42.0,SAS,2,1977
Tom Owens,0.0,0.0,7.0,HOU,3,1977
Robert Parish*,50.76250856751199,23.7,239.0,GSW,10,1977
Sonny Parker,55.76713819368878,16.4,120.0,GSW,10,1977
Billy Paultz,57.1008593396653,20.2,74.0,SAS,2,1977
Cliff Pondexter,53.191489361702125,7.8,12.0,CHI,3,1977
Howard Porter,61.49297223174494,28.7,98.0,DET,3,1977
Kevin Porter,44.44926279271466,12.3,61.0,DET,3,1977
Jim Price,38.2432765852455,12.4,158.0,DEN,6,1977
Clifford Ray,56.6509711595056,15.4,304.0,GSW,10,1977
Mike Riordan,0.0,0.0,8.0,WSB,2,1977
Marshall Rogers,34.72222222222222,31.2,3.0,GSW,1,1977
Curtis Rowe,53.19843342036553,16.3,237.0,BOS,9,1977
Campy Russell,43.62561292183444,24.2,100.0,CLE,3,1977
Cazzie Russell,48.65338498432023,21.1,382.0,LAL,11,1977
Fred Saunders,40.6957527681375,19.7,66.0,BOS,9,1977
Charlie Scott*,48.91195847474546,19.6,338.0,BOS,9,1977
Phil Sellers,26.06940007099751,23.5,6.0,DET,1,1977
Paul Silas,47.18329997140406,13.2,141.0,DEN,6,1977
Ralph Simpson,0.0,0.0,17.0,DET,2,1977
Bingo Smith,25.96118185189764,16.8,57.0,CLE,3,1977
Elmore Smith,56.28360215053764,33.5,56.0,CLE,3,1977
Phil Smith,46.839020305631145,17.9,371.0,GSW,10,1977
